2022-11-14-22:36:9.886,0,2.20,9.20,11.67,0.75,24.68,10.84,5.00,10.20,5.34
2022-11-14-22:36:10.902,0,2.59,9.43,11.88,0.93,25.02,11.02,5.32,9.92,5.48
2022-11-14-22:36:11.915,0,2.61,9.39,11.85,0.91,25.04,11.00,5.25,10.58,5.69
2022-11-14-22:36:12.946,0,2.61,9.34,11.83,0.96,24.97,11.04,5.25,10.55,5.70
2022-11-14-22:36:13.939,0,2.59,9.36,11.81,1.01,25.00,11.00,5.28,10.54,5.77
2022-11-14-22:36:14.994,0,2.64,9.32,11.79,1.04,25.07,11.02,5.27,10.58,5.73
2022-11-14-22:36:16.18,0,2.59,9.27,11.74,1.06,25.09,11.02,5.30,10.62,5.76
2022-11-14-22:36:17.53,0,2.61,9.22,11.67,1.01,25.14,11.00,5.25,10.53,5.75
2022-11-14-22:36:17.989,0,2.61,9.22,11.58,1.04,25.05,10.93,5.22,10.63,5.82
2022-11-14-22:36:19.3,0,2.64,9.20,11.60,1.09,25.18,10.96,5.20,10.61,5.77
2022-11-14-22:36:20.17,0,2.61,9.18,11.53,0.88,24.74,10.52,4.90,10.24,5.51
2022-11-14-22:36:21.30,0,2.64,9.18,11.51,1.06,25.10,10.94,5.24,10.56,5.74
2022-11-14-22:36:22.43,0,2.61,9.13,11.49,1.09,25.12,10.84,5.21,10.54,5.78
2022-11-14-22:36:23.56,0,2.64,9.13,11.49,1.09,25.11,10.91,5.20,10.54,5.72
2022-11-14-22:36:24.76,0,2.61,9.08,11.46,1.09,25.03,10.74,5.11,10.53,5.68
2022-11-14-22:36:25.83,0,2.64,9.03,11.46,1.11,25.21,10.84,5.10,10.51,5.64
2022-11-14-22:36:26.94,0,2.59,8.96,11.46,1.11,25.06,10.72,5.10,10.55,5.64
2022-11-14-22:36:27.108,0,2.61,8.96,11.44,1.14,25.09,10.86,5.11,10.51,5.60
2022-11-14-22:36:28.121,0,2.61,8.92,11.44,1.11,25.20,10.83,5.13,10.57,5.69
2022-11-14-22:36:29.133,0,2.43,8.73,11.11,0.91,24.82,10.48,4.86,10.37,5.65
2022-11-14-22:36:30.154,0,2.61,8.85,11.35,1.09,25.10,10.67,5.14,10.52,5.60
2022-11-14-22:36:31.158,0,2.59,8.85,11.30,1.11,25.09,10.67,5.12,10.55,5.62
2022-11-14-22:36:32.172,0,2.59,8.80,11.25,1.09,25.08,10.68,5.06,10.53,5.62
2022-11-14-22:36:33.187,0,2.61,8.80,11.25,1.11,25.13,10.56,5.10,10.55,5.57
2022-11-14-22:36:34.197,0,2.61,8.80,11.18,1.11,25.09,10.58,5.08,10.49,5.53
2022-11-14-22:36:35.210,0,2.59,8.75,11.18,1.11,25.04,10.50,5.05,10.50,5.46
2022-11-14-22:36:36.223,0,2.64,8.75,11.21,1.11,25.24,10.64,5.10,10.48,5.66
2022-11-14-22:36:37.236,0,2.61,8.68,11.16,1.14,25.20,10.67,5.08,10.48,5.58
2022-11-14-22:36:38.251,0,2.41,8.47,10.98,0.88,24.80,10.20,5.01,10.53,5.71
2022-11-14-22:36:39.262,0,2.59,8.61,11.09,1.14,25.09,10.55,4.96,10.41,5.52
2022-11-14-22:36:40.273,0,2.61,8.63,11.07,1.11,25.17,10.49,5.07,10.40,5.58
2022-11-14-22:36:41.286,0,2.64,8.59,11.04,1.11,25.11,10.46,4.98,10.43,5.56
2022-11-14-22:36:42.302,0,2.61,8.56,11.02,1.11,25.13,10.44,4.93,10.46,5.50
2022-11-14-22:36:43.311,0,2.59,8.54,11.02,1.19,25.08,10.48,4.97,10.47,5.49
2022-11-14-22:36:44.345,0,2.61,8.49,10.98,1.11,25.18,10.43,4.93,10.41,5.47
2022-11-14-22:36:45.336,0,2.61,8.49,10.93,1.11,25.15,10.49,4.92,10.39,5.52
2022-11-14-22:36:46.354,0,2.61,8.49,10.93,1.11,25.16,10.38,4.93,10.45,5.47
2022-11-14-22:36:47.367,0,2.46,8.35,10.74,0.91,24.95,10.46,4.97,10.50,5.48
2022-11-14-22:36:48.385,0,2.61,8.44,10.93,1.14,25.19,10.36,4.94,10.41,5.46
2022-11-14-22:36:49.389,0,2.59,8.47,10.86,1.11,25.15,10.35,4.94,10.33,5.47
2022-11-14-22:36:50.400,0,2.61,8.44,10.84,1.14,25.08,10.30,4.87,10.48,5.43
2022-11-14-22:36:51.416,0,2.61,8.42,10.81,1.11,25.22,10.29,4.91,10.39,5.42
2022-11-14-22:36:52.425,0,2.59,8.44,10.79,1.17,25.12,10.30,4.90,10.40,5.37
2022-11-14-22:36:53.439,0,2.61,8.42,10.81,1.17,25.16,10.32,4.90,10.38,5.49
2022-11-14-22:36:54.451,0,2.61,8.42,10.81,1.14,25.08,10.24,4.92,10.37,5.42
2022-11-14-22:36:55.464,0,2.61,8.42,10.77,1.14,25.14,10.29,4.95,10.33,5.44
2022-11-14-22:36:56.477,0,2.46,8.13,10.70,0.98,25.26,10.27,4.93,10.38,5.22
2022-11-14-22:36:57.494,0,2.59,8.37,10.74,1.14,25.11,10.20,4.92,10.39,5.44
2022-11-14-22:36:58.503,0,2.61,8.42,10.72,1.17,25.14,10.22,4.90,10.37,5.43
2022-11-14-22:36:59.518,0,2.59,8.40,10.72,1.17,25.17,10.26,4.92,10.30,5.42
2022-11-14-22:37:0.529,0,2.59,8.35,10.70,1.14,25.17,10.19,4.91,10.41,5.44
2022-11-14-22:37:1.539,0,2.61,8.35,10.72,1.17,25.23,10.31,4.95,10.33,5.43
2022-11-14-22:37:2.552,0,2.59,8.35,10.70,1.14,25.07,10.15,4.93,10.33,5.44
2022-11-14-22:37:3.565,0,2.59,8.32,10.70,1.17,25.18,10.13,4.90,10.29,5.33
2022-11-14-22:37:4.578,0,2.59,8.30,10.70,1.14,25.21,10.20,4.90,10.42,5.40
2022-11-14-22:37:5.591,0,2.46,8.04,10.46,1.14,25.17,10.28,4.94,10.46,5.44
2022-11-14-22:37:15.702,0,2.61,8.21,10.56,1.14,25.18,10.03,4.92,10.33,5.36
2022-11-14-22:37:25.617,0,2.61,8.16,10.46,1.14,25.22,10.04,4.86,10.19,5.35
2022-11-14-22:37:35.629,0,2.61,8.11,10.37,1.17,25.25,9.94,4.88,10.25,5.32
2022-11-14-22:37:45.640,0,2.56,7.99,10.32,1.17,25.12,9.86,4.82,10.10,5.20
2022-11-14-22:37:55.654,0,2.59,7.94,10.28,1.17,25.18,9.85,4.80,10.17,5.20
2022-11-14-22:38:5.665,0,2.59,7.90,10.18,1.14,25.15,9.75,4.82,9.96,5.12
2022-11-14-22:38:15.710,0,2.59,7.87,10.16,1.17,25.17,9.75,4.82,10.01,5.15
2022-11-14-22:38:25.691,0,2.59,7.85,10.14,1.19,25.27,9.74,4.82,10.01,5.11
2022-11-14-22:38:35.703,0,2.41,7.68,9.97,0.91,25.31,9.79,4.83,10.18,5.21
2022-11-14-22:38:45.721,0,2.59,7.75,10.04,1.17,25.17,9.66,4.84,9.94,5.08
2022-11-14-22:38:55.731,0,2.59,7.75,10.07,1.14,25.30,9.65,4.85,10.07,5.16
2022-11-14-22:39:5.742,0,2.59,7.71,10.00,1.14,25.21,9.63,4.70,9.92,5.08
2022-11-14-22:39:15.755,0,2.59,7.71,10.00,1.11,25.28,9.61,4.82,9.93,5.05
2022-11-14-22:39:25.775,0,2.59,7.71,9.97,1.14,25.25,9.58,4.79,9.92,5.02
2022-11-14-22:39:35.779,0,2.54,7.68,9.97,1.14,25.22,9.57,4.80,10.00,5.05
2022-11-14-22:39:45.791,0,2.56,7.68,9.95,1.14,25.17,9.51,4.79,9.98,5.06
2022-11-14-22:39:55.807,0,2.56,7.63,9.95,1.14,25.15,9.45,4.79,9.88,5.01
2022-11-14-22:40:5.817,0,2.36,7.47,9.76,1.01,25.30,9.62,4.79,9.94,5.04
2022-11-14-22:40:15.895,0,2.59,7.68,9.95,1.17,25.34,9.49,4.78,9.99,5.06
2022-11-14-22:40:25.843,0,2.59,7.66,9.93,1.11,25.18,9.48,4.76,9.74,5.00
2022-11-14-22:40:35.855,0,2.56,7.63,9.90,1.11,25.25,9.41,4.79,9.82,4.97
2022-11-14-22:40:45.868,0,2.59,7.59,9.90,1.17,25.24,9.47,4.79,9.71,4.96
2022-11-14-22:40:55.881,0,2.59,7.59,9.90,1.11,25.25,9.42,4.82,9.78,4.99
2022-11-14-22:41:5.895,0,2.59,7.59,9.90,1.11,25.32,9.45,4.77,9.76,4.94
2022-11-14-22:41:15.908,0,2.56,7.61,9.86,1.11,25.29,9.43,4.79,9.82,4.98
2022-11-14-22:41:25.918,0,2.56,7.63,9.90,1.14,25.25,9.50,4.77,9.87,4.97
2022-11-14-22:41:35.930,0,2.36,7.35,9.60,0.85,25.21,9.39,4.79,9.79,4.95
2022-11-14-22:41:45.945,0,2.56,7.59,9.88,1.14,25.34,9.43,4.80,9.79,4.93
2022-11-14-22:41:55.956,0,2.56,7.52,9.83,1.14,25.21,9.39,4.77,9.73,4.93
2022-11-14-22:42:5.969,0,2.56,7.52,9.79,1.11,25.25,9.43,4.79,9.74,4.99
2022-11-14-22:42:16.62,0,2.56,7.56,9.79,1.11,25.28,9.27,4.78,9.81,4.97
2022-11-14-22:42:25.999,0,2.54,7.56,9.79,1.09,25.27,9.41,4.78,9.75,4.95
2022-11-14-22:42:36.5,0,2.56,7.52,9.79,1.09,25.29,9.30,4.75,9.74,4.91
2022-11-14-22:42:46.18,0,2.54,7.47,9.79,1.11,25.39,9.28,4.79,9.76,5.00
2022-11-14-22:42:56.31,0,2.54,7.47,9.81,1.14,25.25,9.32,4.74,9.64,4.94
2022-11-14-22:43:6.43,0,2.28,7.30,9.58,0.88,25.17,9.25,4.78,9.67,4.93
2022-11-14-22:43:16.69,0,2.54,7.42,9.79,1.09,25.21,9.24,4.74,9.72,4.95
2022-11-14-22:43:26.69,0,2.54,7.40,9.69,1.06,25.32,9.30,4.70,9.59,4.90
2022-11-14-22:43:36.82,0,2.54,7.44,9.74,1.09,25.23,9.20,4.72,9.66,4.93
2022-11-14-22:43:46.95,0,2.56,7.47,9.79,1.14,25.41,9.43,4.78,9.74,4.94
2022-11-14-22:43:56.112,0,2.51,7.44,9.69,1.09,25.24,9.16,4.73,9.60,4.93
2022-11-14-22:44:6.118,0,2.54,7.44,9.74,1.06,25.38,9.21,4.72,9.61,4.90
2022-11-14-22:44:16.246,0,2.48,7.42,9.69,1.06,25.35,9.25,4.71,9.73,4.96
2022-11-14-22:44:26.145,0,2.51,7.40,9.72,1.06,25.27,9.17,4.74,9.57,4.91
2022-11-14-22:44:36.156,0,2.25,7.23,9.53,0.85,25.05,9.05,4.64,9.70,4.93
2022-11-14-22:44:46.171,0,2.51,7.40,9.74,1.04,25.40,9.31,4.74,9.56,4.94
2022-11-14-22:44:56.185,0,2.51,7.37,9.67,1.06,25.31,9.18,4.72,9.61,4.91
2022-11-14-22:45:6.196,0,2.46,7.35,9.67,1.11,25.35,9.21,4.73,9.57,4.91
2022-11-14-22:45:16.254,0,2.51,7.40,9.67,1.11,25.39,9.31,4.74,9.65,4.99
2022-11-14-22:45:26.221,0,2.48,7.35,9.62,1.01,25.27,9.19,4.63,9.51,4.87
2022-11-14-22:45:36.232,0,2.48,7.35,9.67,1.09,25.36,9.15,4.76,9.60,4.91
2022-11-14-22:45:46.245,0,2.48,7.35,9.65,1.09,25.31,9.17,4.64,9.50,4.90
2022-11-14-22:45:56.258,0,2.51,7.35,9.65,1.09,25.44,9.14,4.66,9.55,4.94
2022-11-14-22:46:6.270,0,2.23,7.18,9.46,0.85,24.89,8.91,4.56,9.56,4.91
2022-11-14-22:46:16.331,0,2.46,7.32,9.60,1.06,25.32,9.10,4.64,9.59,4.86
2022-11-14-22:46:26.295,0,2.46,7.32,9.60,1.06,25.37,9.13,4.71,9.64,4.89
2022-11-14-22:46:36.307,0,2.43,7.35,9.62,0.98,25.35,9.11,4.74,9.62,4.90
2022-11-14-22:46:46.318,0,2.48,7.32,9.60,1.04,25.24,9.15,4.71,9.51,4.89
2022-11-14-22:46:56.330,0,2.43,7.30,9.62,1.06,25.32,9.08,4.69,9.58,4.86
2022-11-14-22:47:6.347,0,2.41,7.32,9.58,1.04,25.35,9.10,4.68,9.55,4.89
2022-11-14-22:47:16.444,0,2.43,7.32,9.58,0.96,25.40,9.05,4.67,9.58,4.90
2022-11-14-22:47:26.367,0,2.46,7.30,9.58,1.06,25.26,9.13,4.67,9.50,4.86
2022-11-14-22:47:36.380,0,2.46,7.32,9.55,0.75,25.00,8.76,4.17,9.15,4.67
2022-11-14-22:47:46.394,0,2.43,7.30,9.55,0.93,25.21,9.08,4.60,9.50,4.88
2022-11-14-22:47:56.410,0,2.43,7.30,9.55,1.01,25.38,9.05,4.68,9.49,4.85
2022-11-14-22:48:6.418,0,2.43,7.28,9.53,0.96,25.28,9.03,4.66,9.49,4.84
2022-11-14-22:48:16.522,0,2.43,7.30,9.58,1.04,25.25,9.03,4.72,9.52,4.91
2022-11-14-22:48:26.542,0,2.41,7.28,9.55,0.98,25.47,9.04,4.62,9.47,4.88
2022-11-14-22:48:36.457,0,2.38,7.25,9.53,0.96,25.25,8.96,4.64,9.39,4.81
2022-11-14-22:48:46.465,0,2.41,7.28,9.50,0.98,25.33,9.02,4.63,9.52,4.84
2022-11-14-22:48:56.555,0,2.38,7.25,9.53,1.01,25.38,8.99,4.55,9.53,4.89
2022-11-14-22:49:6.492,0,2.38,7.25,9.50,0.93,25.33,9.03,4.00,9.15,4.63
2022-11-14-22:49:16.527,0,2.41,7.30,9.50,0.96,25.34,8.96,4.59,9.33,4.86
2022-11-14-22:49:26.520,0,2.43,7.25,9.50,1.01,25.36,9.00,4.59,9.48,4.79
2022-11-14-22:49:36.530,0,2.38,7.25,9.53,1.04,25.41,9.07,4.64,9.55,4.81
2022-11-14-22:49:46.541,0,2.43,7.28,9.53,1.01,25.38,9.02,4.60,9.48,4.79
2022-11-14-22:49:56.562,0,2.41,7.20,9.48,0.96,25.31,9.01,4.55,9.40,4.81
2022-11-14-22:50:6.565,0,2.41,7.23,9.48,1.01,25.37,9.04,4.61,9.42,4.84
2022-11-14-22:50:16.578,0,2.38,7.20,9.48,1.01,25.41,8.99,4.65,9.55,4.84
2022-11-14-22:50:26.591,0,2.41,7.23,9.48,1.04,25.39,9.02,4.55,9.39,4.79
2022-11-14-22:50:36.704,0,2.36,7.23,9.48,0.96,25.38,8.96,4.60,9.09,4.54
2022-11-14-22:50:46.637,0,2.38,7.20,9.50,1.04,25.40,8.96,4.53,9.37,4.79
2022-11-14-22:50:56.636,0,2.36,7.18,9.43,0.98,25.31,8.90,4.53,9.46,4.77
2022-11-14-22:51:6.643,0,2.33,7.20,9.46,0.88,25.36,8.98,4.53,9.46,4.79
2022-11-14-22:51:16.716,0,2.36,7.18,9.39,0.91,25.31,8.87,4.38,9.30,4.72
2022-11-14-22:51:26.668,0,2.36,7.20,9.46,0.98,25.29,8.95,4.53,9.38,4.78
2022-11-14-22:51:36.681,0,2.33,7.18,9.43,0.91,25.41,8.81,4.49,9.46,4.78
2022-11-14-22:51:46.693,0,2.33,7.13,9.39,0.93,25.34,9.00,4.45,9.34,4.74
2022-11-14-22:51:56.782,0,2.33,7.20,9.36,0.88,25.33,8.87,4.40,9.38,4.72
2022-11-14-22:52:6.817,0,2.33,7.13,9.39,0.85,24.98,8.54,4.08,8.95,4.48
2022-11-14-22:52:16.733,0,2.38,7.16,9.39,0.93,25.37,8.83,4.47,9.31,4.80
2022-11-14-22:52:26.744,0,2.36,7.16,9.39,0.96,25.42,8.87,4.51,9.35,4.74
2022-11-14-22:52:36.756,0,2.33,7.13,9.39,0.88,25.45,8.71,4.48,9.40,4.74
2022-11-14-22:52:46.769,0,2.36,7.16,9.46,0.96,25.40,8.99,4.48,9.38,4.75
2022-11-14-22:52:56.788,0,2.33,7.11,9.36,0.91,25.39,8.88,4.45,9.37,4.76
2022-11-14-22:53:6.795,0,2.36,7.11,9.34,0.85,25.34,8.90,4.43,9.32,4.77
2022-11-14-22:53:16.899,0,2.31,7.13,9.36,0.85,25.41,8.87,4.36,9.37,4.78
2022-11-14-22:53:26.819,0,2.31,7.08,9.36,0.91,25.41,8.89,4.41,9.47,4.78
2022-11-14-22:53:36.833,0,2.31,7.06,9.34,0.88,25.35,8.73,3.98,9.15,4.37
2022-11-14-22:53:46.863,0,2.28,7.04,9.32,0.85,25.24,8.94,4.37,9.39,4.67
2022-11-14-22:53:56.858,0,2.31,7.06,9.32,0.91,25.41,8.77,4.44,9.35,4.70
2022-11-14-22:54:6.869,0,2.25,7.08,9.34,0.88,25.36,8.86,4.38,9.29,4.69
2022-11-14-22:54:16.909,0,2.31,7.04,9.32,0.85,25.24,8.74,4.36,9.29,4.60
2022-11-14-22:54:26.903,0,2.28,6.99,9.32,0.83,25.36,8.73,4.31,9.23,4.65
2022-11-14-22:54:36.906,0,2.25,7.06,9.29,0.85,25.34,8.72,4.32,9.34,4.66
2022-11-14-22:54:46.919,0,2.25,7.06,9.29,0.85,25.39,8.76,4.39,9.27,4.61
2022-11-14-22:54:57.9,0,2.28,7.01,9.29,0.83,25.34,8.80,4.34,9.22,4.71
2022-11-14-22:55:7.44,0,2.28,7.06,9.32,0.91,25.37,8.78,4.22,8.96,4.29
2022-11-14-22:55:16.958,0,2.23,6.99,9.27,0.83,25.33,8.66,4.37,9.30,4.60
2022-11-14-22:55:26.969,0,2.28,7.01,9.27,0.80,25.29,8.79,4.37,9.24,4.61
2022-11-14-22:55:36.982,0,2.28,7.01,9.25,0.83,25.29,8.75,4.35,9.26,4.59
2022-11-14-22:55:46.995,0,2.28,7.01,9.27,0.80,25.36,8.83,4.44,9.24,4.57
2022-11-14-22:55:57.16,0,2.23,6.99,9.25,0.77,25.32,8.70,4.30,9.19,4.69
2022-11-14-22:56:7.20,0,2.25,7.01,9.29,0.83,25.31,8.76,4.37,9.22,4.57
2022-11-14-22:56:17.97,0,2.23,6.99,9.22,0.83,25.22,8.68,4.33,9.32,4.57
2022-11-14-22:56:27.122,0,2.25,7.01,9.25,0.83,25.25,8.77,4.37,9.19,4.57
2022-11-14-22:56:37.157,0,2.28,7.01,9.25,0.85,25.51,8.73,4.41,9.12,4.12
2022-11-14-22:56:47.90,0,2.25,7.01,9.25,0.85,25.40,8.73,4.37,9.29,4.59
2022-11-14-22:56:57.81,0,2.23,6.96,9.22,0.83,25.36,8.68,4.23,9.24,4.55
2022-11-14-22:57:7.93,0,2.25,6.96,9.25,0.85,25.37,8.74,4.30,9.26,4.60
2022-11-14-22:57:17.106,0,2.13,6.82,9.25,0.83,25.51,8.81,4.37,9.35,4.72
2022-11-14-22:57:27.117,0,2.25,6.96,9.22,0.80,25.37,8.82,4.31,9.24,4.66
2022-11-14-22:57:37.130,0,2.28,6.99,9.25,0.85,25.49,8.74,4.38,9.26,4.61
2022-11-14-22:57:47.143,0,2.23,6.96,9.22,0.83,25.31,8.76,4.32,9.26,4.57
2022-11-14-22:57:57.235,0,2.23,6.96,9.22,0.83,25.39,8.71,4.29,9.20,4.61
2022-11-14-22:58:7.271,0,2.20,6.96,9.22,0.75,25.37,8.68,4.21,9.20,4.57
2022-11-14-22:58:17.284,0,2.20,6.94,9.22,0.80,25.36,8.64,4.24,9.25,4.49
2022-11-14-22:58:27.195,0,2.20,6.94,9.22,0.80,25.36,8.66,4.20,9.08,4.43
2022-11-14-22:58:37.204,0,2.23,6.94,9.25,0.80,25.47,8.69,4.30,9.37,4.56
2022-11-14-22:58:47.217,0,2.07,6.82,9.13,0.64,25.06,8.77,4.36,9.30,4.53
2022-11-14-22:58:57.229,0,2.23,6.94,9.22,0.80,25.42,8.67,4.29,9.17,4.57
2022-11-14-22:59:7.241,0,2.20,6.94,9.22,0.80,25.40,8.64,4.14,9.16,4.52
2022-11-14-22:59:17.292,0,2.20,6.94,9.22,0.80,25.47,8.63,4.25,9.35,4.52
2022-11-14-22:59:27.266,0,2.20,6.94,9.20,0.80,25.41,8.66,4.20,9.12,4.57
2022-11-14-22:59:37.282,0,2.20,6.94,9.22,0.80,25.40,8.55,4.25,9.16,4.57
2022-11-14-22:59:47.318,0,2.23,6.94,9.20,0.83,25.50,8.71,4.21,9.14,4.55
2022-11-14-22:59:57.306,0,2.23,6.94,9.22,0.77,25.47,8.72,4.31,9.19,4.58
2022-11-14-23:0:7.318,0,2.20,6.94,9.22,0.83,25.45,8.67,4.22,9.26,4.56
2022-11-14-23:0:17.333,0,2.07,6.75,9.06,0.62,25.34,8.58,4.33,9.29,4.65
2022-11-14-23:0:27.356,0,2.20,6.92,9.20,0.77,25.34,8.61,4.25,9.15,4.55
2022-11-14-23:0:37.356,0,2.23,6.94,9.20,0.80,25.40,8.54,4.25,9.14,4.46
2022-11-14-23:0:47.368,0,2.20,6.92,9.22,0.77,25.42,8.63,4.23,9.07,4.57
2022-11-14-23:0:57.462,0,2.20,6.92,9.20,0.72,25.46,8.54,4.20,9.08,4.47
2022-11-14-23:1:7.498,0,2.18,6.92,9.18,0.77,25.41,8.59,4.20,9.11,4.46
2022-11-14-23:1:17.485,0,2.20,6.92,9.20,0.77,25.37,8.56,4.20,9.17,4.48
2022-11-14-23:1:27.419,0,2.18,6.92,9.18,0.75,25.32,8.57,4.21,9.10,4.41
2022-11-14-23:1:37.432,0,2.18,6.89,9.18,0.77,25.40,8.62,4.12,9.14,4.45
2022-11-14-23:1:47.444,0,2.05,6.72,8.94,0.59,25.14,8.61,4.25,9.10,4.46
2022-11-14-23:1:57.469,0,2.18,6.92,9.15,0.77,25.38,8.52,4.13,9.04,4.44
2022-11-14-23:2:7.468,0,2.18,6.92,9.18,0.75,25.42,8.67,4.09,9.05,4.41
2022-11-14-23:2:17.485,0,2.18,6.92,9.18,0.75,25.44,8.54,4.17,9.10,4.50
2022-11-14-23:2:27.591,0,2.18,6.89,9.15,0.75,25.43,8.61,3.99,9.04,4.37
2022-11-14-23:2:37.611,0,2.20,6.89,9.18,0.77,25.52,8.61,4.23,9.16,4.39
2022-11-14-23:2:47.544,0,2.18,6.89,9.15,0.75,25.36,8.54,4.02,9.01,4.37
2022-11-14-23:2:57.532,0,2.18,6.89,9.15,0.75,25.39,8.50,3.87,9.09,4.37
2022-11-14-23:3:7.544,0,2.15,6.79,9.15,0.69,25.44,8.61,4.07,9.13,4.18
2022-11-14-23:3:17.566,0,1.97,6.67,8.96,0.59,25.11,8.32,4.07,9.14,4.45
2022-11-14-23:3:27.569,0,2.15,6.87,9.15,0.75,25.37,8.52,4.20,9.15,4.39
2022-11-14-23:3:37.583,0,2.18,6.89,9.10,0.75,25.46,8.49,4.09,8.98,4.39
2022-11-14-23:3:47.593,0,2.18,6.89,9.15,0.72,25.41,8.54,4.16,9.08,4.39
2022-11-14-23:3:57.689,0,2.15,6.84,9.13,0.72,25.43,8.40,4.14,9.05,4.44
2022-11-14-23:4:7.622,0,2.18,6.87,9.13,0.72,25.48,8.56,4.13,9.00,4.37
2022-11-14-23:4:17.745,0,2.18,6.84,9.18,0.69,25.38,8.47,4.09,9.09,4.42
2022-11-14-23:4:27.644,0,2.15,6.84,9.15,0.72,25.44,8.55,4.12,9.07,4.50
2022-11-14-23:4:37.655,0,2.18,6.87,9.13,0.69,25.45,8.43,4.06,9.13,4.40
2022-11-14-23:4:47.670,0,2.15,6.65,8.87,0.54,25.00,8.25,3.52,8.47,4.05
2022-11-14-23:4:57.696,0,2.18,6.82,9.13,0.67,25.38,8.47,4.11,9.00,4.36
2022-11-14-23:5:7.695,0,2.15,6.82,9.13,0.72,25.45,8.54,4.12,9.10,4.44
2022-11-14-23:5:17.749,0,2.15,6.84,9.15,0.67,25.50,8.53,4.17,9.21,4.47
2022-11-14-23:5:27.718,0,1.56,6.82,9.13,0.72,25.49,8.53,4.07,9.06,4.42
2022-11-14-23:5:37.731,0,2.15,6.82,9.08,0.67,25.38,8.48,4.02,8.93,4.34
2022-11-14-23:5:47.771,0,2.15,6.84,9.08,0.67,25.41,8.48,3.96,8.94,4.41
2022-11-14-23:5:57.758,0,2.15,6.82,9.08,0.67,25.45,8.44,4.07,8.97,4.30
2022-11-14-23:6:7.770,0,2.15,6.82,9.08,0.67,25.40,8.42,4.07,8.99,4.21
2022-11-14-23:6:17.782,0,2.02,6.55,8.85,0.51,25.03,8.16,3.52,8.51,3.96
2022-11-14-23:6:27.793,0,2.15,6.79,9.08,0.67,25.31,8.54,4.02,8.95,4.33
2022-11-14-23:6:37.806,0,2.15,6.77,9.06,0.69,25.44,8.44,4.01,8.99,4.36
2022-11-14-23:6:47.819,0,2.13,6.75,9.03,0.67,25.32,8.45,3.92,8.89,4.29
2022-11-14-23:6:57.916,0,2.15,6.79,9.03,0.64,25.37,8.40,3.90,8.96,4.28
2022-11-14-23:7:7.952,0,2.18,6.79,9.06,0.69,25.41,8.36,3.97,8.91,4.24
2022-11-14-23:7:17.938,0,2.15,6.77,9.03,0.67,25.45,8.42,3.98,8.98,4.39
2022-11-14-23:7:27.869,0,2.15,6.79,9.06,0.69,25.46,8.42,3.93,8.98,4.39
2022-11-14-23:7:37.881,0,2.15,6.75,9.03,0.64,25.42,8.45,3.96,8.94,4.30
2022-11-14-23:7:47.990,0,2.13,6.75,8.92,0.46,24.86,8.17,3.47,8.44,3.92
2022-11-14-23:7:57.923,0,2.10,6.70,8.99,0.62,25.33,8.29,3.96,8.93,4.29
2022-11-14-23:8:7.919,0,2.13,6.70,8.99,0.62,25.34,8.37,3.88,8.85,4.30
2022-11-14-23:8:17.949,0,2.10,6.70,8.99,0.64,25.45,8.35,3.96,8.99,4.27
2022-11-14-23:8:28.30,0,2.13,6.75,9.01,0.62,25.37,8.40,3.95,8.96,4.26
2022-11-14-23:8:37.958,0,2.10,6.70,8.96,0.59,25.35,8.36,3.94,8.94,4.27
2022-11-14-23:8:47.998,0,2.13,6.72,9.03,0.67,25.49,8.47,4.07,8.99,4.29
2022-11-14-23:8:57.983,0,2.13,6.70,8.99,0.64,25.43,8.38,3.97,8.94,4.31
2022-11-14-23:9:7.993,0,2.10,6.70,8.99,0.64,25.49,8.40,4.03,9.02,4.24
2022-11-14-23:9:18.7,0,2.15,6.75,9.01,0.62,25.24,8.18,3.56,8.54,3.97
2022-11-14-23:9:28.19,0,2.13,6.72,9.03,0.64,25.53,8.44,3.96,9.05,4.29
2022-11-14-23:9:38.30,0,2.13,6.67,8.99,0.62,25.57,8.33,3.90,8.92,4.19
2022-11-14-23:9:48.43,0,2.10,6.70,8.96,0.62,25.41,8.35,3.99,8.90,4.33
2022-11-14-23:9:58.143,0,2.10,6.70,8.96,0.64,25.47,8.37,3.93,8.92,4.17
2022-11-14-23:10:8.68,0,2.13,6.70,9.03,0.67,25.53,8.46,3.96,8.84,4.27
2022-11-14-23:10:18.84,0,2.10,6.70,8.99,0.64,25.54,8.35,4.04,8.98,4.23
2022-11-14-23:10:28.95,0,2.10,6.70,8.96,0.62,25.49,8.42,3.96,8.92,4.31
2022-11-14-23:10:38.106,0,2.13,6.70,8.99,0.64,25.49,8.44,3.99,8.96,4.31
2022-11-14-23:10:48.119,0,2.10,6.70,8.96,0.59,25.44,8.13,3.59,8.47,3.88
2022-11-14-23:10:58.151,0,2.10,6.67,8.96,0.62,25.46,8.37,3.96,8.98,4.20
2022-11-14-23:11:8.144,0,2.10,6.65,8.99,0.62,25.54,8.40,3.91,8.86,4.22
2022-11-14-23:11:18.158,0,2.10,6.67,8.96,0.62,25.54,8.36,3.93,9.00,4.26
2022-11-14-23:11:28.168,0,1.74,6.51,8.85,0.51,25.28,8.23,3.33,8.97,4.39
2022-11-14-23:11:38.181,0,2.10,6.63,8.94,0.56,25.44,8.33,3.84,8.86,4.14
2022-11-14-23:11:48.226,0,2.05,6.63,8.94,0.59,25.45,8.31,3.88,8.87,4.22
